Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Mean Sea Level Pressure  [MSL];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd]
2019;07;19;01;00;28.70;1001.00;7.90;120.07
2019;07;19;02;00;28.36;1000.30;8.09;110.85
2019;07;19;03;00;28.23;1000.00;9.26;103.50
2019;07;19;04;00;28.42;999.90;11.09;103.13
2019;07;19;05;00;28.08;1000.10;11.84;109.54
2019;07;19;06;00;29.06;1000.60;12.64;109.98
2019;07;19;07;00;31.09;1000.90;14.34;128.88
2019;07;19;08;00;32.19;1001.10;15.04;137.91
2019;07;19;09;00;33.06;1000.90;16.42;142.13
2019;07;19;10;00;34.27;1000.60;16.60;139.40
2019;07;19;11;00;34.21;1001.00;23.07;124.19
2019;07;19;12;00;32.07;1000.80;22.47;125.22
2019;07;19;13;00;33.42;1001.00;14.17;117.22
2019;07;19;14;00;31.58;1001.20;15.46;117.76
2019;07;19;15;00;31.37;1000.60;14.88;122.15
2019;07;19;16;00;32.23;1000.10;16.49;121.61
2019;07;19;17;00;31.80;1000.20;17.28;125.68
2019;07;19;18;00;30.72;1001.00;18.79;126.43
2019;07;19;19;00;30.39;1001.10;13.89;121.22
2019;07;19;20;00;30.06;1001.70;12.98;123.69
2019;07;19;21;00;29.98;1002.50;12.89;125.91
2019;07;19;22;00;30.02;1003.20;11.68;123.69
2019;07;19;23;00;29.90;1003.30;10.50;120.96
2019;07;20;00;00;29.31;1003.00;10.63;118.30
2019;07;20;01;00;29.07;1003.00;11.09;125.75
2019;07;20;02;00;29.40;1002.70;13.00;138.37
2019;07;20;03;00;29.56;1002.30;14.40;143.13
2019;07;20;04;00;29.35;1002.00;14.62;142.00
2019;07;20;05;00;29.42;1002.00;16.06;137.73
2019;07;20;06;00;29.90;1002.60;21.89;135.00
2019;07;20;07;00;29.22;1003.10;21.53;141.79
2019;07;20;08;00;30.77;1003.50;21.25;153.87
2019;07;20;09;00;32.53;1003.60;19.52;157.22
2019;07;20;10;00;31.35;1003.90;20.97;129.43
2019;07;20;11;00;29.93;1003.90;19.09;134.24
2019;07;20;12;00;33.50;1003.10;14.98;144.78
2019;07;20;13;00;34.07;1002.60;17.57;135.83
2019;07;20;14;00;33.50;1002.10;20.42;130.71
2019;07;20;15;00;32.92;1001.70;19.86;133.53
2019;07;20;16;00;32.72;1001.70;18.37;124.62
2019;07;20;17;00;32.04;1001.80;18.47;123.07
2019;07;20;18;00;30.78;1002.00;20.38;122.01
2019;07;20;19;00;30.08;1002.30;13.71;119.93
2019;07;20;20;00;30.05;1003.00;13.53;115.20
2019;07;20;21;00;29.92;1003.50;13.36;117.26
2019;07;20;22;00;29.86;1004.10;11.18;123.18
2019;07;20;23;00;29.85;1004.10;9.22;128.66
2019;07;21;00;00;29.73;1003.90;13.09;121.50
2019;07;21;01;00;29.16;1003.60;15.82;131.31
2019;07;21;02;00;28.69;1002.90;12.10;126.53
2019;07;21;03;00;28.47;1002.50;13.98;124.51
2019;07;21;04;00;28.86;1002.50;16.06;160.35
2019;07;21;05;00;28.21;1002.50;12.64;160.02
2019;07;21;06;00;29.17;1002.70;14.39;148.30
2019;07;21;07;00;30.95;1003.00;18.39;156.95
2019;07;21;08;00;30.05;1004.20;20.39;159.33
2019;07;21;09;00;31.77;1004.30;21.26;151.70
2019;07;21;10;00;32.02;1004.50;22.00;158.90
2019;07;21;11;00;30.53;1004.30;17.23;153.97
2019;07;21;12;00;33.03;1003.40;19.62;137.23
2019;07;21;13;00;33.40;1003.10;21.20;139.82
2019;07;21;14;00;32.69;1002.50;22.66;134.36
2019;07;21;15;00;32.75;1001.70;23.68;134.38
2019;07;21;16;00;32.40;1001.40;22.55;128.52
2019;07;21;17;00;31.66;1001.30;23.27;124.92
2019;07;21;18;00;30.77;1001.60;21.68;125.54
2019;07;21;19;00;28.98;1001.60;16.60;130.60
2019;07;21;20;00;28.82;1002.40;16.14;128.66
2019;07;21;21;00;28.68;1003.40;14.02;131.88
2019;07;21;22;00;28.91;1004.20;12.98;136.12
2019;07;21;23;00;28.59;1004.30;11.25;140.19
2019;07;22;00;00;28.38;1003.60;11.99;138.65
2019;07;22;01;00;28.91;1003.10;14.06;140.19
2019;07;22;02;00;28.92;1003.20;19.16;154.40
2019;07;22;03;00;28.85;1002.70;23.34;153.43
2019;07;22;04;00;28.40;1002.40;18.53;150.95
2019;07;22;05;00;28.23;1002.10;15.58;146.31
2019;07;22;06;00;29.01;1002.30;15.70;143.39
2019;07;22;07;00;30.70;1002.50;20.29;152.53
2019;07;22;08;00;31.67;1002.90;21.42;155.16
2019;07;22;09;00;29.80;1003.80;17.55;154.49
2019;07;22;10;00;32.45;1003.90;16.42;164.74
2019;07;22;11;00;31.32;1003.30;12.41;150.46
2019;07;22;12;00;33.66;1002.10;17.10;149.66
2019;07;22;13;00;33.71;1001.30;19.39;148.67
2019;07;22;14;00;33.57;1000.70;20.07;147.45
2019;07;22;15;00;33.19;1000.30;19.39;148.67
2019;07;22;16;00;32.57;1000.20;18.44;141.34
2019;07;22;17;00;31.83;1000.70;18.00;126.87
2019;07;22;18;00;30.81;1001.80;16.68;122.66
2019;07;22;19;00;29.00;1002.20;22.26;129.09
2019;07;22;20;00;28.74;1002.90;17.17;123.02
2019;07;22;21;00;29.01;1003.50;16.98;122.01
2019;07;22;22;00;28.94;1003.70;14.53;131.99
2019;07;22;23;00;28.61;1003.60;12.23;132.61
2019;07;23;00;00;28.77;1003.20;17.87;124.33
2019;07;23;01;00;28.67;1002.90;19.11;132.71
2019;07;23;02;00;28.01;1002.30;20.11;135.73
2019;07;23;03;00;28.00;1001.90;20.17;145.18
2019;07;23;04;00;27.90;1001.50;17.37;145.98
2019;07;23;05;00;27.82;1001.60;15.50;149.26
2019;07;23;06;00;28.65;1002.00;15.78;152.85
2019;07;23;07;00;29.66;1002.30;16.90;153.43
2019;07;23;08;00;29.74;1002.60;8.67;184.76
2019;07;23;09;00;30.03;1002.40;9.78;186.34
2019;07;23;10;00;31.16;1001.50;11.25;172.65
2019;07;23;11;00;30.73;1001.00;11.92;154.98
2019;07;23;12;00;30.05;1000.90;11.48;131.19
2019;07;23;13;00;29.70;1000.80;12.10;120.38
2019;07;23;14;00;30.40;1000.40;14.08;122.47
2019;07;23;15;00;29.90;1000.20;16.08;124.05
2019;07;23;16;00;29.55;1000.30;17.37;124.02
2019;07;23;17;00;29.27;1000.80;14.62;128.00
2019;07;23;18;00;28.75;1001.30;12.82;128.16
2019;07;23;19;00;28.10;1001.80;12.77;139.57
2019;07;23;20;00;27.61;1002.20;10.79;115.71
2019;07;23;21;00;27.69;1002.50;12.52;108.43
2019;07;23;22;00;28.29;1002.20;11.84;109.54
2019;07;23;23;00;28.98;1001.70;12.24;118.07
2019;07;24;00;00;29.27;1001.40;14.77;136.97
2019;07;24;01;00;29.34;1001.30;16.39;160.77
2019;07;24;02;00;28.66;1000.90;14.37;157.93
2019;07;24;03;00;28.44;1000.60;11.68;146.31
2019;07;24;04;00;28.17;1000.60;9.42;136.55
2019;07;24;05;00;28.24;1000.90;8.79;124.99
2019;07;24;06;00;28.86;1001.50;10.46;116.57
2019;07;24;07;00;30.43;1002.10;12.29;121.83
2019;07;24;08;00;31.18;1002.80;15.03;106.70
2019;07;24;09;00;30.45;1003.30;15.72;110.10
2019;07;24;10;00;31.68;1003.20;15.94;108.43
2019;07;24;11;00;30.48;1002.80;14.69;107.10
2019;07;24;12;00;30.36;1002.60;15.03;106.70
2019;07;24;13;00;29.98;1002.50;16.06;109.65
2019;07;24;14;00;29.80;1002.50;15.60;108.85
2019;07;24;15;00;30.38;1002.20;14.80;108.43
2019;07;24;16;00;30.45;1002.10;13.57;111.80
2019;07;24;17;00;30.00;1002.30;11.44;114.15
2019;07;24;18;00;29.63;1002.70;10.16;112.93
2019;07;24;19;00;28.62;1003.20;8.56;112.25
2019;07;24;20;00;28.16;1003.80;8.43;109.98
2019;07;24;21;00;27.98;1004.40;8.56;104.62
2019;07;24;22;00;27.91;1004.60;8.83;101.77
2019;07;24;23;00;27.85;1004.70;9.79;107.10
2019;07;25;00;00;28.47;1004.60;9.50;114.62
2019;07;25;01;00;28.57;1004.50;8.53;117.65
2019;07;25;02;00;28.43;1004.40;8.22;118.81
2019;07;25;03;00;28.08;1004.30;8.71;119.74
2019;07;25;04;00;27.76;1004.30;9.00;126.87
2019;07;25;05;00;27.58;1004.30;9.22;128.66
2019;07;25;06;00;28.44;1004.70;10.80;126.87
2019;07;25;07;00;29.30;1004.90;10.95;133.67
2019;07;25;08;00;30.36;1005.50;12.78;99.73
2019;07;25;09;00;29.88;1006.00;15.60;108.85
2019;07;25;10;00;29.64;1005.90;16.17;106.82
2019;07;25;11;00;29.61;1005.40;15.18;112.31
2019;07;25;12;00;29.67;1004.60;13.89;121.22
2019;07;25;13;00;29.76;1003.90;11.25;129.81
2019;07;25;14;00;29.70;1003.60;11.99;138.65
2019;07;25;15;00;29.07;1003.60;11.46;136.27
2019;07;25;16;00;28.77;1003.50;12.98;133.88
2019;07;25;17;00;28.21;1003.50;12.29;121.83
2019;07;25;18;00;28.01;1003.70;10.97;113.20
2019;07;25;19;00;27.65;1003.80;11.30;112.48
2019;07;25;20;00;27.54;1004.60;9.29;125.54
2019;07;25;21;00;27.54;1005.30;8.50;126.38
2019;07;25;22;00;27.63;1005.80;9.22;128.66
2019;07;25;23;00;27.79;1005.20;9.67;135.00
2019;07;26;00;00;28.14;1005.30;13.55;129.61
2019;07;26;01;00;28.15;1005.30;14.08;147.53
2019;07;26;02;00;27.55;1005.00;9.69;158.20
2019;07;26;03;00;27.70;1004.80;14.00;133.96
2019;07;26;04;00;27.91;1004.50;12.29;148.17
2019;07;26;05;00;27.46;1004.20;10.31;155.22
2019;07;26;06;00;28.30;1004.20;11.81;142.43
2019;07;26;07;00;30.20;1004.10;13.89;148.78
2019;07;26;08;00;31.51;1004.80;11.53;104.47
2019;07;26;09;00;31.40;1005.50;12.76;106.39
2019;07;26;10;00;32.93;1005.40;13.40;120.70
2019;07;26;11;00;33.49;1004.60;15.63;118.93
2019;07;26;12;00;33.56;1003.90;16.28;125.10
2019;07;26;13;00;33.72;1003.20;16.83;131.53
2019;07;26;14;00;33.57;1002.40;17.58;137.49
2019;07;26;15;00;33.06;1002.20;18.90;139.64
2019;07;26;16;00;32.27;1002.00;19.45;141.01
2019;07;26;17;00;31.34;1001.90;19.96;140.86
2019;07;26;18;00;30.13;1002.10;18.44;141.34
2019;07;26;19;00;29.16;1002.10;14.80;138.95
2019;07;26;20;00;28.79;1003.10;10.97;131.01
2019;07;26;21;00;28.57;1003.80;11.25;129.81
2019;07;26;22;00;28.40;1004.30;10.70;137.73
2019;07;26;23;00;28.13;1003.90;10.01;142.31
2019;07;27;00;00;27.98;1003.60;10.69;135.00
2019;07;27;01;00;27.90;1003.20;10.46;130.82
2019;07;27;02;00;27.80;1002.80;10.44;133.60
2019;07;27;03;00;27.81;1002.60;9.93;136.47
2019;07;27;04;00;28.70;1002.30;9.96;130.60
2019;07;27;05;00;28.28;1002.20;10.38;123.69
2019;07;27;06;00;29.30;1002.50;11.92;115.02
2019;07;27;07;00;30.73;1002.80;13.55;129.61
2019;07;27;08;00;31.85;1003.80;12.07;107.35
2019;07;27;09;00;32.89;1004.30;14.20;120.47
2019;07;27;10;00;33.65;1004.20;16.42;127.87
2019;07;27;11;00;34.14;1003.70;16.29;135.00
2019;07;27;12;00;34.42;1002.70;16.99;143.62
2019;07;27;13;00;34.41;1002.10;18.28;147.88
2019;07;27;14;00;34.13;1001.50;19.17;145.71
2019;07;27;15;00;33.58;1001.30;18.97;146.61
2019;07;27;16;00;32.79;1001.10;19.17;145.71
2019;07;27;17;00;31.71;1001.10;19.38;144.83
2019;07;27;18;00;30.46;1001.60;18.72;142.03
2019;07;27;19;00;29.37;1001.80;15.58;139.69
2019;07;27;20;00;29.07;1002.70;12.74;132.71
2019;07;27;21;00;28.82;1003.30;10.97;138.99
2019;07;27;22;00;28.62;1004.20;10.69;135.00
2019;07;27;23;00;28.30;1003.90;8.44;140.19
2019;07;28;00;00;28.08;1003.60;8.40;136.74
2019;07;28;01;00;27.90;1003.50;8.67;138.37
2019;07;28;02;00;27.87;1003.40;9.22;141.34
2019;07;28;03;00;28.61;1003.50;9.45;139.64
2019;07;28;04;00;28.63;1003.40;10.01;142.31
2019;07;28;05;00;28.65;1003.50;9.59;145.71
2019;07;28;06;00;29.23;1003.90;10.59;144.69
2019;07;28;07;00;29.86;1004.30;12.18;145.84
2019;07;28;08;00;30.96;1004.70;10.14;106.50
2019;07;28;09;00;32.08;1004.90;12.88;116.57
2019;07;28;10;00;32.71;1004.30;13.83;128.66
2019;07;28;11;00;33.09;1004.10;15.12;128.23
2019;07;28;12;00;33.50;1003.40;15.55;132.18
2019;07;28;13;00;33.37;1002.90;16.30;133.21
2019;07;28;14;00;33.14;1002.30;18.09;137.42
2019;07;28;15;00;32.79;1001.80;19.23;141.84
2019;07;28;16;00;32.06;1001.50;20.42;139.29
2019;07;28;17;00;31.36;1001.70;21.89;135.00
2019;07;28;18;00;30.34;1002.10;21.39;133.64
2019;07;28;19;00;29.53;1002.20;17.58;132.51
2019;07;28;20;00;29.14;1003.30;13.75;135.00
2019;07;28;21;00;28.86;1004.20;13.25;132.80
2019;07;28;22;00;28.64;1004.60;12.54;129.17
2019;07;28;23;00;28.39;1004.40;11.25;129.81
2019;07;29;00;00;28.13;1004.20;10.44;133.60
2019;07;29;01;00;27.93;1004.00;10.44;133.60
2019;07;29;02;00;27.74;1003.80;10.20;137.86
2019;07;29;03;00;27.83;1003.60;11.49;147.80
2019;07;29;04;00;27.66;1003.50;11.68;146.31
2019;07;29;05;00;27.38;1003.50;11.75;139.97
2019;07;29;06;00;28.56;1003.90;12.22;135.00
2019;07;29;07;00;30.00;1004.40;15.78;145.22
2019;07;29;08;00;30.61;1005.30;18.40;149.42
2019;07;29;09;00;30.08;1006.30;15.99;144.16
2019;07;29;10;00;32.19;1006.30;18.36;138.18
2019;07;29;11;00;32.69;1005.70;19.62;137.23
2019;07;29;12;00;32.82;1004.90;19.62;132.77
2019;07;29;13;00;32.75;1004.10;21.65;132.98
2019;07;29;14;00;32.56;1003.30;23.69;133.15
2019;07;29;15;00;32.25;1002.90;24.95;133.83
2019;07;29;16;00;31.66;1002.50;25.71;134.43
2019;07;29;17;00;30.85;1002.20;24.97;132.66
2019;07;29;18;00;29.92;1002.70;22.26;129.09
2019;07;29;19;00;29.05;1003.20;18.88;124.90
2019;07;29;20;00;28.91;1003.90;17.97;122.74
2019;07;29;21;00;28.76;1004.60;17.10;120.34
2019;07;29;22;00;28.55;1005.30;15.63;118.93
2019;07;29;23;00;28.27;1005.40;13.53;118.61
2019;07;30;00;00;27.84;1005.40;12.40;115.82
2019;07;30;01;00;27.81;1005.20;11.53;128.66
2019;07;30;02;00;27.73;1004.90;11.25;129.81
2019;07;30;03;00;27.62;1004.50;13.51;131.76
2019;07;30;04;00;27.00;1004.20;12.41;119.54
2019;07;30;05;00;26.62;1004.10;10.70;109.65
2019;07;30;06;00;27.52;1004.40;12.22;103.63
2019;07;30;07;00;28.60;1004.70;17.19;109.57
2019;07;30;08;00;28.70;1005.40;19.01;114.62
2019;07;30;09;00;30.84;1005.50;19.05;112.20
2019;07;30;10;00;31.09;1005.40;19.81;114.70
2019;07;30;11;00;29.47;1005.00;18.92;111.19
2019;07;30;12;00;31.29;1004.10;17.42;108.06
2019;07;30;13;00;31.62;1003.40;18.79;106.70
2019;07;30;14;00;31.99;1002.60;20.04;107.78
2019;07;30;15;00;31.79;1002.10;20.52;105.26
2019;07;30;16;00;31.07;1001.90;19.35;108.43
2019;07;30;17;00;29.18;1002.10;19.13;109.80
2019;07;30;18;00;29.06;1002.90;19.81;114.70
2019;07;30;19;00;28.38;1002.80;15.29;116.57
2019;07;30;20;00;27.97;1003.60;14.04;112.62
2019;07;30;21;00;27.68;1004.50;12.31;105.26
2019;07;30;22;00;27.36;1005.30;10.54;97.85
2019;07;30;23;00;26.91;1005.10;7.57;92.73
2019;07;31;00;00;26.59;1004.40;6.48;90.00
2019;07;31;01;00;27.07;1004.10;5.77;86.42
2019;07;31;02;00;26.99;1003.70;4.02;79.70
2019;07;31;03;00;26.90;1003.40;3.71;60.95
2019;07;31;04;00;26.68;1003.30;3.22;26.57
2019;07;31;05;00;26.29;1003.30;2.55;8.13
2019;07;31;06;00;26.43;1003.30;4.68;337.38
2019;07;31;07;00;27.98;1003.30;8.83;11.77
2019;07;31;08;00;28.65;1003.70;12.78;32.35
2019;07;31;09;00;29.10;1004.00;12.18;34.16
2019;07;31;10;00;29.20;1004.20;8.56;22.25
2019;07;31;11;00;29.24;1004.00;5.05;355.91
2019;07;31;12;00;29.15;1003.40;6.88;317.12
2019;07;31;13;00;29.52;1002.70;10.80;323.13
2019;07;31;14;00;30.19;1002.00;14.34;331.50
2019;07;31;15;00;30.28;1001.40;15.65;336.97
2019;07;31;16;00;31.43;1000.60;15.14;342.00
2019;07;31;17;00;31.46;1000.60;12.57;346.76
2019;07;31;18;00;30.74;1001.00;8.43;340.02
2019;07;31;19;00;29.94;1001.60;9.02;28.61
2019;07;31;20;00;29.11;1002.30;9.26;13.50
2019;07;31;21;00;28.40;1002.90;9.39;355.60
2019;07;31;22;00;27.85;1003.30;9.45;342.26
2019;07;31;23;00;27.43;1003.20;9.23;339.44
2019;08;01;00;00;26.86;1002.50;9.83;331.56
2019;08;01;01;00;26.35;1002.10;11.81;322.43
2019;08;01;02;00;25.70;1001.50;12.73;315.00
2019;08;01;03;00;25.27;1001.10;13.04;309.40
2019;08;01;04;00;25.03;1000.80;12.98;303.69
2019;08;01;05;00;25.00;1000.80;14.20;300.47
2019;08;01;06;00;25.71;1000.70;17.08;304.70
2019;08;01;07;00;26.20;1001.20;17.32;316.68
2019;08;01;08;00;26.83;1001.50;16.14;308.66
2019;08;01;09;00;28.80;1001.90;15.70;323.39
2019;08;01;10;00;30.57;1002.10;16.58;332.88
2019;08;01;11;00;33.55;1001.20;27.04;356.95
2019;08;01;12;00;31.89;1000.60;25.92;360.00
2019;08;01;13;00;32.22;1000.00;25.72;353.57
2019;08;01;14;00;31.73;999.10;22.90;343.56
2019;08;01;15;00;31.37;998.10;20.77;332.10
2019;08;01;16;00;31.19;997.40;17.88;334.98
2019;08;01;17;00;31.53;997.20;18.51;346.50
2019;08;01;18;00;31.05;998.00;21.24;360.00
2019;08;01;19;00;25.80;998.40;10.79;295.71
2019;08;01;20;00;25.70;999.10;11.11;294.90
2019;08;01;21;00;25.76;999.80;12.10;306.53
2019;08;01;22;00;25.95;1000.10;13.28;310.60
2019;08;01;23;00;26.39;999.60;16.92;330.71
2019;08;02;00;00;26.20;999.00;21.33;338.20
2019;08;02;01;00;25.69;998.60;22.22;333.02
2019;08;02;02;00;25.49;998.30;23.28;328.28
2019;08;02;03;00;25.40;997.90;21.82;322.37
2019;08;02;04;00;25.11;997.70;20.36;315.00
2019;08;02;05;00;24.74;997.50;19.30;306.66
2019;08;02;06;00;25.33;997.90;20.14;298.86
2019;08;02;07;00;25.89;998.10;23.19;297.76
2019;08;02;08;00;25.33;999.00;24.16;294.66
2019;08;02;09;00;25.65;999.30;25.84;288.69
2019;08;02;10;00;27.30;999.60;27.94;284.93
2019;08;02;11;00;29.11;999.00;29.30;280.62
2019;08;02;12;00;29.91;998.00;28.27;276.58
2019;08;02;13;00;31.57;997.20;26.53;277.80
2019;08;02;14;00;32.60;996.30;25.17;286.62
2019;08;02;15;00;31.89;996.00;23.53;299.31
2019;08;02;16;00;31.24;995.90;22.27;304.46
2019;08;02;17;00;30.93;996.00;20.67;305.07
2019;08;02;18;00;30.16;996.60;17.07;294.94
2019;08;02;19;00;28.05;997.60;14.92;289.75
2019;08;02;20;00;27.54;998.20;12.92;282.88
2019;08;02;21;00;27.27;998.80;14.00;287.97
2019;08;02;22;00;26.63;999.30;18.06;293.50
2019;08;02;23;00;25.54;998.70;17.65;290.28
2019;08;03;00;00;25.58;997.60;16.75;295.46
2019;08;03;01;00;25.36;997.00;16.49;301.61
2019;08;03;02;00;25.41;996.70;17.67;303.37
2019;08;03;03;00;25.67;996.40;21.49;301.29
2019;08;03;04;00;25.06;996.30;22.41;293.68
2019;08;03;05;00;24.90;996.00;22.10;282.23
2019;08;03;06;00;24.90;996.40;21.96;269.06
2019;08;03;07;00;25.04;996.50;21.32;258.31
2019;08;03;08;00;25.15;997.00;18.68;242.45
2019;08;03;09;00;25.35;997.10;16.64;218.85
2019;08;03;10;00;25.70;997.10;17.21;195.78
2019;08;03;11;00;26.33;996.80;17.73;185.83
2019;08;03;12;00;26.67;996.80;17.64;180.00
2019;08;03;13;00;27.02;997.00;16.95;176.35
2019;08;03;14;00;26.81;996.80;14.26;169.82
2019;08;03;15;00;26.62;996.70;13.24;157.62
2019;08;03;16;00;26.92;996.70;13.71;150.07
2019;08;03;17;00;26.93;997.20;13.61;142.52
2019;08;03;18;00;26.61;998.20;11.02;141.63
2019;08;03;19;00;26.50;998.10;12.25;155.70
2019;08;03;20;00;26.52;999.20;12.24;151.93
2019;08;03;21;00;26.37;1000.10;13.90;143.43
2019;08;03;22;00;26.18;1000.70;16.04;135.91
2019;08;03;23;00;26.26;1000.60;16.09;130.46
2019;08;04;00;00;26.26;1000.10;15.91;127.65
2019;08;04;01;00;26.09;999.80;16.08;124.05
2019;08;04;02;00;26.00;999.70;15.08;123.31
2019;08;04;03;00;25.97;999.50;13.98;124.51
2019;08;04;04;00;25.94;999.50;12.68;124.59
2019;08;04;05;00;25.92;999.70;12.18;124.16
2019;08;04;06;00;25.99;1000.10;12.29;121.83
2019;08;04;07;00;26.28;1000.40;12.10;120.38
2019;08;04;08;00;26.59;1000.90;12.10;120.38
2019;08;04;09;00;26.83;1001.20;12.29;121.83
2019;08;04;10;00;27.01;1001.30;13.40;120.70
2019;08;04;11;00;27.14;1001.30;13.28;122.83
2019;08;04;12;00;27.17;1001.00;13.39;126.25
2019;08;04;13;00;27.14;1001.00;13.32;128.42
2019;08;04;14;00;27.09;1000.70;12.26;130.24
2019;08;04;15;00;27.04;1000.50;11.53;128.66
